Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ci,14473344,1,"Saturday, June 13, 2009 18:51:48 UTC",36.5390,-117.9688,2.6,6.90,32,"Central California"
nc,40238133,1,"Saturday, June 13, 2009 18:15:23 UTC",37.8165,-121.9582,1.4,7.10,11,"San Francisco Bay area, California"
